"project","path","loc","functions","functionDecls","functionExprs","namedFuncExprs","calls","requires","defines","fsSyncs","fsAsyncs","setTimeouts","setIntervals","setImmediates","nextTicks","argscount","argsmax","paramscount","paramsmax"
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/erlang/erlang.js",464,21,17,4,0,141,0,0,0,0,0,0,0,0,"35 43 29 34 0 0 0 0 0 0 0",3,"1 5 11 4 0 0 0 0 0 0 0",3
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/gfm/gfm.js",96,5,1,4,0,20,0,0,0,0,0,0,0,0,"10 6 3 1 0 0 0 0 0 0 0",3,"1 3 1 0 0 0 0 0 0 0 0",2
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/gfm/test.js",85,2,1,1,0,26,0,0,0,0,0,0,0,0,"1 0 20 1 1 0 3 0 0 0 0",6,"1 1 0 0 0 0 0 0 0 0 0",1
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/go/go.js",166,11,6,5,0,37,0,0,0,0,0,0,0,0,"11 18 5 3 0 0 0 0 0 0 0",3,"0 4 5 1 0 1 0 0 0 0 0",5
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/groovy/groovy.js",211,15,11,4,0,71,0,0,0,0,0,0,0,0,"18 40 7 6 0 0 0 0 0 0 0",3,"1 5 6 2 0 1 0 0 0 0 0",5
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/haskell/haskell.js",243,14,6,8,0,71,0,0,0,0,0,0,0,0,"13 44 6 3 0 0 0 0 0 0 0 1            2                 1                                                                                                                                     1",173,"4 3 6 1 0 0 0 0 0 0 0",3
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/haxe/haxe.js",430,53,44,9,0,218,0,0,0,0,0,0,0,0,"33 123 36 10 7 4 0 3 2 0 0",8,"7 22 20 2 0 1 1 0 0 0 0",6
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/htmlembedded/htmlembedded.js",74,8,2,6,0,20,0,0,0,0,0,0,0,0,"0 2 17 1 0 0 0 0 0 0 0",3,"1 2 5 0 0 0 0 0 0 0 0",2
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/htmlmixed/htmlmixed.js",105,10,4,6,0,48,0,0,0,0,0,0,0,0,"4 17 24 2 0 1 0 0 0 0 0",5,"1 2 6 1 0 0 0 0 0 0 0",3
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/http/http.js",99,12,8,4,0,23,0,0,0,0,0,0,0,0,"8 9 6 0 0 0 0 0 0 0 0",2,"2 3 7 0 0 0 0 0 0 0 0",2
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/javascript/javascript.js",427,48,39,9,0,202,0,0,0,0,0,0,0,0,"30 109 38 12 6 3 1 1 2 0 0",8,"7 20 17 2 0 1 1 0 0 0 0",6
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/jinja2/jinja2.js",43,6,2,4,0,11,0,0,0,0,0,0,0,0,"2 7 2 0 0 0 0 0 0 0 0",2,"2 1 3 0 0 0 0 0 0 0 0",2
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/less/less.js",266,12,7,5,0,179,0,0,0,0,0,0,0,0,"65 52 62 0 0 0 0 0 0 0 0",2,"0 4 8 0 0 0 0 0 0 0 0",2
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/lua/lua.js",141,12,6,6,0,42,0,0,0,0,0,0,0,0,"7 27 8 0 0 0 0 0 0 0 0",2,"0 5 7 0 0 0 0 0 0 0 0",2
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/markdown/markdown.js",476,21,14,7,0,112,0,0,0,0,0,0,0,0,"18 48 37 9 0 0 0 0 0 0 0",3,"2 5 11 3 0 0 0 0 0 0 0",3
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/markdown/test.js",580,2,1,1,0,120,0,0,0,0,0,0,0,0,"1 0 76 15 7 7 9 0 5 0 0",8,"1 1 0 0 0 0 0 0 0 0 0",1
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/meta.js",73,0,0,0,0,0,0,0,0,0,0,0,0,0,"0 0 0 0 0 0 0 0 0 0 0",0,"0 0 0 0 0 0 0 0 0 0 0",0
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/mysql/mysql.js",204,13,7,6,0,54,0,0,0,0,0,0,0,0,"15 28 7 4 0 0 0 0 0 0 0",3,"1 5 6 1 0 0 0 0 0 0 0",3
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/ntriples/ntriples.js",171,10,1,9,0,36,0,0,0,0,0,0,0,0,"9 11 16 0 0 0 0 0 0 0 0",2,"2 6 2 0 0 0 0 0 0 0 0",2
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/ocaml/ocaml.js",114,6,3,3,0,19,0,0,0,0,0,0,0,0,"5 9 5 0 0 0 0 0 0 0 0",2,"2 0 4 0 0 0 0 0 0 0 0",2
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/pascal/pascal.js",95,8,4,4,0,25,0,0,0,0,0,0,0,0,"7 13 5 0 0 0 0 0 0 0 0",2,"2 2 4 0 0 0 0 0 0 0 0",2
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/perl/perl.js",817,13,3,10,0,181,0,0,0,0,0,0,0,0,"14 102 10 3 20 32 0 0 0 0 0",5,"2 5 4 1 0 1 0 0 0 0 0",5
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/php/php.js",130,14,3,11,0,48,0,0,0,0,0,0,0,0,"11 22 14 0 1 0 0 0 0 0 0",4,"2 7 5 0 0 0 0 0 0 0 0",2
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/pig/pig.js",172,11,6,5,0,47,0,0,0,0,0,0,0,0,"12 21 12 2 0 0 0 0 0 0 0",3,"2 2 6 1 0 0 0 0 0 0 0",3
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/plsql/plsql.js",217,11,6,5,0,55,0,0,0,0,0,0,0,0,"14 22 17 2 0 0 0 0 0 0 0",3,"2 2 6 1 0 0 0 0 0 0 0",3
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/properties/properties.js",64,3,0,3,0,11,0,0,0,0,0,0,0,0,"6 2 3 0 0 0 0 0 0 0 0",2,"2 0 1 0 0 0 0 0 0 0 0",2
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/python/python.js",341,11,7,4,0,78,0,0,0,0,0,0,0,0,"23 40 13 2 0 0 0 0 0 0 0",3,"0 4 5 2 0 0 0 0 0 0 0",3
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/q/q.js",125,12,8,4,0,72,0,0,0,0,0,0,0,0,"27 34 7 4 0 0 0 0 0 0 0",3,"1 4 6 1 0 0 0 0 0 0 0",3
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/r/r.js",142,10,5,5,0,54,0,0,0,0,0,0,0,0,"11 36 3 4 0 0 0 0 0 0 0",3,"1 4 4 1 0 0 0 0 0 0 0",3
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/rpm/changes/changes.js",20,2,0,2,0,7,0,0,0,0,0,0,0,0,"2 3 2 0 0 0 0 0 0 0 0",2,"1 1 0 0 0 0 0 0 0 0 0",1
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/rpm/spec/spec.js",67,3,0,3,0,21,0,0,0,0,0,0,0,0,"5 14 2 0 0 0 0 0 0 0 0",2,"2 0 1 0 0 0 0 0 0 0 0",2
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/rst/rst.js",315,20,16,4,0,87,0,0,0,0,0,0,0,0,"24 32 21 10 0 0 0 0 0 0 0",3,"1 7 10 2 0 0 0 0 0 0 0",3
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/ruby/ruby.js",196,14,7,7,0,91,0,0,0,0,0,0,0,0,"27 49 6 8 1 0 0 0 0 0 0",4,"2 3 7 1 1 0 0 0 0 0 0",4
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/rust/rust.js",433,54,46,8,0,248,0,0,0,0,0,0,0,0,"47 117 56 16 8 4 0 0 0 0 0",5,"12 31 10 1 0 0 0 0 0 0 0",3
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/sass/sass.js",350,16,2,14,0,86,0,0,0,0,0,0,0,0,"37 41 8 0 0 0 0 0 0 0 0",2,"1 7 8 0 0 0 0 0 0 0 0",2
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/scheme/scheme.js",231,12,8,4,0,51,0,0,0,0,0,0,0,0,"16 28 4 3 0 0 0 0 0 0 0",3,"2 6 2 2 0 0 0 0 0 0 0",3
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/shell/shell.js",119,9,4,5,0,42,0,3,0,0,0,0,0,0,"12 20 10 0 0 0 0 0 0 0 0",2,"2 1 6 0 0 0 0 0 0 0 0",2
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/sieve/sieve.js",184,10,5,5,0,39,0,0,0,0,0,0,0,0,"16 18 5 0 0 0 0 0 0 0 0",2,"0 4 6 0 0 0 0 0 0 0 0",2
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/smalltalk/smalltalk.js",139,13,0,13,0,30,0,0,0,0,0,0,0,0,"5 19 5 1 0 0 0 0 0 0 0",3,"2 3 6 2 0 0 0 0 0 0 0",3
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/smarty/smarty.js",148,11,6,5,0,43,0,0,0,0,0,0,0,0,"6 17 20 0 0 0 0 0 0 0 0",2,"1 3 7 0 0 0 0 0 0 0 0",2
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/sparql/sparql.js",144,10,5,5,0,44,0,0,0,0,0,0,0,0,"12 23 5 4 0 0 0 0 0 0 0",3,"1 4 4 1 0 0 0 0 0 0 0",3
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/sql/sql.js",269,15,9,6,0,93,0,0,0,0,0,0,0,0,"16 66 9 2 0 0 0 0 0 0 0",3,"2 6 6 1 0 0 0 0 0 0 0",3
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/stex/stex.js",176,19,9,10,0,46,0,0,0,0,0,0,0,0,"8 18 15 0 5 0 0 0 0 0 0",4,"8 4 6 0 1 0 0 0 0 0 0",4
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/stex/test.js",105,2,1,1,0,36,0,0,0,0,0,0,0,0,"1 0 31 3 1 0 0 0 0 0 0",4,"1 1 0 0 0 0 0 0 0 0 0",1
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/tiddlywiki/tiddlywiki.js",354,15,11,4,0,129,0,0,0,0,0,0,0,0,"25 58 34 12 0 0 0 0 0 0 0",3,"3 1 9 2 0 0 0 0 0 0 0",3
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/tiki/tiki.js",310,27,17,10,0,108,0,0,0,0,0,0,0,0,"34 54 13 7 0 0 0 0 0 0 0",3,"5 12 9 1 0 0 0 0 0 0 0",3
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/turtle/turtle.js",146,10,5,5,0,43,0,0,0,0,0,0,0,0,"14 20 5 4 0 0 0 0 0 0 0",3,"1 4 4 1 0 0 0 0 0 0 0",3
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/vb/vb.js",261,11,6,5,0,69,0,0,0,0,0,0,0,0,"10 43 16 0 0 0 0 0 0 0 0",2,"1 2 8 0 0 0 0 0 0 0 0",2
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/vbscript/vbscript.js",27,2,0,2,0,10,0,0,0,0,0,0,0,0,"4 4 2 0 0 0 0 0 0 0 0",2,"1 1 0 0 0 0 0 0 0 0 0",1
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/velocity/velocity.js",145,10,6,4,0,38,0,0,0,0,0,0,0,0,"12 19 4 3 0 0 0 0 0 0 0",3,"2 2 5 1 0 0 0 0 0 0 0",3
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/verilog/verilog.js",183,14,8,6,0,46,0,0,0,0,0,0,0,0,"13 23 6 4 0 0 0 0 0 0 0",3,"1 5 6 1 0 1 0 0 0 0 0",5
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/xml/xml.js",325,27,18,9,0,98,0,0,0,0,0,0,0,0,"31 49 17 1 0 0 0 0 0 0 0",3,"4 13 9 1 0 0 0 0 0 0 0",3
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/xquery/test.js",65,2,1,1,0,13,0,0,0,0,0,0,0,0,"1 0 6 3 0 2 0 0 0 0 0            1",22,"1 1 0 0 0 0 0 0 0 0 0",1
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/xquery/xquery.js",451,26,20,6,0,145,0,0,0,0,0,0,0,0,"20 54 61 10 0 0 0 0 0 0 0",3,"3 7 14 2 0 0 0 0 0 0 0",3
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/yaml/yaml.js",96,3,0,3,0,23,0,0,0,0,0,0,0,0,"9 12 2 0 0 0 0 0 0 0 0",2,"2 0 1 0 0 0 0 0 0 0 0",2
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/mode/z80/z80.js",114,3,0,3,0,30,0,0,0,0,0,0,0,0,"9 19 2 0 0 0 0 0 0 0 0",2,"2 0 1 0 0 0 0 0 0 0 0",2
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/test/doc_test.js",330,28,5,23,0,343,0,0,0,0,0,0,0,0,"77 72 119 63 3 7 2 0 0 0 0",6,"4 3 11 5 3 2 0 0 0 0 0",5
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/test/driver.js",139,15,12,3,0,44,0,0,0,0,1,0,0,0,"3 18 18 5 0 0 0 0 0 0 0",3,"4 4 3 3 1 0 0 0 0 0 0",4
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/test/lint/acorn.js",1594,60,56,4,0,488,0,0,0,0,0,0,0,0,"137 210 137 4 0 0 0 0 0 0 0",3,"22 22 14 2 0 0 0 0 0 0 0",3
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/test/lint/lint.js",109,13,5,8,0,32,3,0,3,0,0,0,0,0,"1 18 11 1 1 0 0 0 0 0 0",4,"1 4 7 1 0 0 0 0 0 0 0",3
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/test/lint/parse-js.js",1373,111,88,23,0,497,0,0,0,0,0,0,0,0,"140 186 135 26 8 2 0 0 0 0 0",5,"40 45 14 9 3 0 0 0 0 0 0",4
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/test/lint/walk.js",217,37,5,32,0,62,0,0,0,0,0,0,0,0,"0 6 6 50 0 0 0 0 0 0 0",3,"0 2 1 32 2 0 0 0 0 0 0",4
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/test/mode_test.js",193,10,6,4,0,42,0,0,0,0,0,0,0,0,"6 19 14 3 0 0 0 0 0 0 0",3,"2 3 2 3 0 0 0 0 0 0 0",3
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/test/phantom_driver.js",32,8,1,7,0,19,1,0,0,0,1,0,0,0,"3 12 4 0 0 0 0 0 0 0 0",2,"6 1 1 0 0 0 0 0 0 0 0",2
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/test/run.js",34,0,0,0,0,0,0,0,0,0,0,0,0,0,"0 0 0 0 0 0 0 0 0 0 0",0,"0 0 0 0 0 0 0 0 0 0 0",0
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/test/test.js",1345,123,15,108,0,1643,0,0,0,0,0,0,0,0,"272 376 842 128 22 2 1 0 0 0 0",6,"29 81 6 2 3 1 1 0 0 0 0",6
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/codemirror-3.1/test/vim_test.js",1048,106,9,97,0,853,0,0,0,0,0,0,0,0,"162 161 374 100 51 2 3 0 0 0 0",6,"4 10 4 86 2 0 0 0 0 0 0",4
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/hp/hp.js",98,1,0,1,0,22,0,0,0,0,0,0,0,0,"3 10 9 0 0 0 0 0 0 0 0",2,"0 1 0 0 0 0 0 0 0 0 0",1
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/manual/js/manual.js",135,13,0,13,0,54,0,0,0,0,0,0,0,0,"13 23 16 2 0 0 0 0 0 0 0",3,"5 5 3 0 0 0 0 0 0 0 0",2
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/manual/js/oz.js",336,46,0,46,0,77,0,0,0,0,0,0,0,0,"7 40 14 11 5 0 0 0 0 0 0",4,"8 15 14 9 0 0 0 0 0 0 0",3
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/manual/syntax/syntax-js.js",42,1,0,1,0,8,0,0,0,0,0,0,0,0,"1 6 1 0 0 0 0 0 0 0 0",2,"1 0 0 0 0 0 0 0 0 0 0",0
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/manual/syntax/syntax.js",120,8,0,8,0,29,0,0,0,0,0,0,0,0,"4 15 9 1 0 0 0 0 0 0 0",3,"4 2 2 0 0 0 0 0 0 0 0",2
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/rot.js",4093,206,1,205,0,574,0,0,0,0,0,1,0,0,"115 280 99 50 22 8 0 0 0 0 0",5,"46 58 57 23 16 5 1 0 0 0 0",6
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/color.js",378,17,1,16,0,40,0,0,0,0,0,0,0,0,"5 25 5 5 0 0 0 0 0 0 0",3,"0 9 5 3 0 0 0 0 0 0 0",3
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/display/backend.js",20,5,0,5,0,0,0,0,0,0,0,0,0,0,"0 0 0 0 0 0 0 0 0 0 0",0,"0 2 3 0 0 0 0 0 0 0 0",2
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/display/display.js",216,12,0,12,0,19,0,0,0,0,0,1,0,0,"2 7 5 2 1 2 0 0 0 0 0",5,"4 2 3 1 1 1 0 0 0 0 0",5
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/display/hex.js",88,6,0,6,0,29,0,0,0,0,0,0,0,0,"2 16 10 1 0 0 0 0 0 0 0",3,"0 2 4 0 0 0 0 0 0 0 0",2
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/display/rect.js",110,7,0,7,0,23,0,0,0,0,0,0,0,0,"0 15 3 3 2 0 0 0 0 0 0",4,"0 2 5 0 0 0 0 0 0 0 0",2
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/engine.js",63,7,0,7,0,7,0,0,0,0,0,0,0,0,"5 2 0 0 0 0 0 0 0 0 0",1,"5 2 0 0 0 0 0 0 0 0 0",1
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/fov/discrete-shadowcasting.js",109,3,0,3,0,17,0,0,0,0,0,0,0,0,"0 3 4 5 5 0 0 0 0 0 0",4,"0 0 1 0 2 0 0 0 0 0 0",4
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/fov/fov.js",75,3,0,3,0,1,0,0,0,0,0,0,0,0,"0 1 0 0 0 0 0 0 0 0 0",1,"0 0 1 1 1 0 0 0 0 0 0",4
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/fov/precise-shadowcasting.js",124,3,0,3,0,14,0,0,0,0,0,0,0,0,"0 1 3 4 6 0 0 0 0 0 0",4,"0 0 1 0 2 0 0 0 0 0 0",4
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/js/array.js",21,2,0,2,0,6,0,0,0,0,0,0,0,0,"2 3 1 0 0 0 0 0 0 0 0",2,"2 0 0 0 0 0 0 0 0 0 0",0
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/js/date.js",7,1,0,1,0,0,0,0,0,0,0,0,0,0,"0 0 0 0 0 0 0 0 0 0 0",0,"1 0 0 0 0 0 0 0 0 0 0",0
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/js/function.js",10,1,0,1,0,1,0,0,0,0,0,0,0,0,"0 1 0 0 0 0 0 0 0 0 0",1,"0 1 0 0 0 0 0 0 0 0 0",1
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/js/number.js",9,1,0,1,0,0,0,0,0,0,0,0,0,0,"0 0 0 0 0 0 0 0 0 0 0",0,"0 1 0 0 0 0 0 0 0 0 0",1
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/js/object.js",11,2,0,2,0,0,0,0,0,0,0,0,0,0,"0 0 0 0 0 0 0 0 0 0 0",0,"1 1 0 0 0 0 0 0 0 0 0",1
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/js/string.js",82,6,0,6,0,20,0,0,0,0,0,0,0,0,"6 8 6 0 0 0 0 0 0 0 0",2,"2 1 2 0 1 0 0 0 0 0 0",4
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/lighting.js",214,11,0,11,0,23,0,0,0,0,0,0,0,0,"1 14 4 2 2 0 0 0 0 0 0",4,"1 3 3 2 2 0 0 0 0 0 0",4
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/map/arena.js",21,2,0,2,0,3,0,0,0,0,0,0,0,0,"0 1 0 2 0 0 0 0 0 0 0",3,"0 1 1 0 0 0 0 0 0 0 0",2
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/map/cellular.js",90,5,0,5,0,9,0,0,0,0,0,0,0,0,"1 5 1 2 0 0 0 0 0 0 0",3,"0 2 1 2 0 0 0 0 0 0 0",3
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/map/digger.js",231,11,0,11,0,36,0,0,0,0,0,0,0,0,"6 20 5 3 1 1 0 0 0 0 0",5,"2 1 5 2 1 0 0 0 0 0 0",4
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/map/dividedmaze.js",109,4,0,4,0,26,0,0,0,0,0,0,0,0,"6 18 0 2 0 0 0 0 0 0 0",3,"1 2 1 0 0 0 0 0 0 0 0",2
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/map/dungeon.js",27,3,0,3,0,2,0,0,0,0,0,0,0,0,"0 1 0 1 0 0 0 0 0 0 0",3,"2 0 1 0 0 0 0 0 0 0 0",2
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/map/ellermaze.js",96,4,0,4,0,15,0,0,0,0,0,0,0,0,"3 6 0 6 0 0 0 0 0 0 0",3,"0 1 1 2 0 0 0 0 0 0 0",3
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/map/features.js",321,26,0,26,0,67,0,0,0,0,0,0,0,0,"15 32 16 2 0 2 0 0 0 0 0",5,"10 6 3 2 1 3 1 0 0 0 0",6
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/map/iceymaze.js",102,4,0,4,0,15,0,0,0,0,0,0,0,0,"4 8 0 2 0 1 0 0 0 0 0",5,"0 2 0 1 0 1 0 0 0 0 0",5
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/map/map.js",21,3,0,3,0,2,0,0,0,0,0,0,0,0,"0 2 0 0 0 0 0 0 0 0 0",1,"0 2 1 0 0 0 0 0 0 0 0",2
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/map/uniform.js",331,12,0,12,0,78,0,0,0,0,0,0,0,0,"40 23 12 3 0 0 0 0 0 0 0",3,"3 2 5 2 0 0 0 0 0 0 0",3
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/noise/noise.js",8,2,0,2,0,0,0,0,0,0,0,0,0,0,"0 0 0 0 0 0 0 0 0 0 0",0,"1 0 1 0 0 0 0 0 0 0 0",2
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/noise/simplex.js",117,2,0,2,0,12,0,0,0,0,0,0,0,0,"1 11 0 0 0 0 0 0 0 0 0",1,"0 1 1 0 0 0 0 0 0 0 0",2
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/path/astar.js",92,4,0,4,0,18,0,0,0,0,0,0,0,0,"1 8 5 3 0 1 0 0 0 0 0",5,"0 0 1 2 1 0 0 0 0 0 0",4
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/path/dijkstra.js",61,4,0,4,0,9,0,0,0,0,0,0,0,0,"1 2 3 2 0 1 0 0 0 0 0",5,"0 0 1 2 1 0 0 0 0 0 0",4
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/path/path.js",45,3,0,3,0,2,0,0,0,0,0,0,0,0,"0 1 1 0 0 0 0 0 0 0 0",2,"0 0 1 1 1 0 0 0 0 0 0",4
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/rng.js",118,8,0,8,0,10,0,0,0,0,0,0,0,0,"5 5 0 0 0 0 0 0 0 0 0",1,"4 3 1 0 0 0 0 0 0 0 0",2
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/rot.js",354,1,0,1,0,1,0,0,0,0,0,0,0,0,"0 1 0 0 0 0 0 0 0 0 0",1,"1 0 0 0 0 0 0 0 0 0 0",0
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/scheduler.js",74,5,0,5,0,7,0,0,0,0,0,0,0,0,"4 1 2 0 0 0 0 0 0 0 0",2,"3 2 0 0 0 0 0 0 0 0 0",1
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/stringgenerator.js",173,11,0,11,0,29,0,0,0,0,0,0,0,0,"1 24 4 0 0 0 0 0 0 0 0",2,"3 7 1 0 0 0 0 0 0 0 0",2
"untrusted","/Users/keheliya/dev/top_games/untrusted/lib/rotjs-library/src/text.js",195,5,0,5,0,33,0,0,0,0,0,0,0,0,"4 15 9 0 5 0 0 0 0 0 0",4,"0 0 3 0 2 0 0 0 0 0 0",4
