"project","path","loc","functions","functionDecls","functionExprs","namedFuncExprs"
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/features/sns/step_definitions/sns.js",34,8,0,9,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/features/sqs/step_definitions/messages.js",47,8,0,11,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/features/sqs/step_definitions/queues.js",34,5,0,7,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/features/sqs/step_definitions/sqs.js",8,1,0,2,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/features/storagegateway/step_definitions/storagegateway.js",17,2,0,3,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/features/sts/step_definitions/sts.js",36,6,0,7,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/features/support/step_definitions/support.js",36,7,0,8,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/features/swf/step_definitions/swf.js",39,7,0,8,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/index.js",3,0,0,0,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/api_loader.js",140,4,10,4,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/aws.js",53,1,0,11,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/browser.js",21,0,0,1,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/config.js",405,6,4,13,7
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/core.js",108,0,0,1,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/credentials/cognito_identity_credentials.js",242,6,0,14,8
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/credentials/credential_provider_chain.js",114,1,1,3,2
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/credentials/ec2_metadata_credentials.js",70,1,0,4,2
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/credentials/environment_credentials.js",85,1,0,4,2
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/credentials/file_system_credentials.js",66,1,0,4,2
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/credentials/saml_credentials.js",81,1,0,4,2
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/credentials/shared_ini_file_credentials.js",103,1,0,5,3
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/credentials/temporary_credentials.js",104,1,0,5,3
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/credentials/web_identity_credentials.js",88,1,0,4,2
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/credentials.js",151,1,0,5,4
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/event_listeners.js",433,39,5,39,27
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/http/node.js",133,3,0,9,4
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/http/xhr.js",123,7,0,10,3
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/http.js",205,0,0,8,8
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/json/builder.js",57,3,6,4,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/json/parser.js",55,3,6,4,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/metadata_service.js",110,5,0,8,3
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/model/api.js",64,1,1,5,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/model/collection.js",21,1,2,1,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/model/operation.js",53,4,1,4,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/model/paginator.js",12,0,1,0,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/model/resource_waiter.js",50,1,2,1,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/model/shape.js",342,11,14,23,2
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/param_validator.js",176,0,0,10,10
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/protocol/json.js",63,0,3,0,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/protocol/query.js",83,1,3,1,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/protocol/rest.js",107,8,6,8,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/protocol/rest_json.js",65,0,4,0,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/protocol/rest_xml.js",88,0,4,0,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/query/query_param_serializer.js",82,3,6,4,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/region_config.js",64,2,4,2,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/request.js",677,18,3,37,18
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/resource_waiter.js",199,10,0,16,10
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/response.js",201,1,0,5,4
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/sequential_executor.js",221,4,1,17,12
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/service.js",500,2,1,31,28
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/services/cloudsearchdomain.js",94,0,0,3,3
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/services/cognitoidentity.js",12,0,0,2,2
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/services/dynamodb.js",56,0,0,4,4
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/services/ec2.js",61,1,0,4,3
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/services/glacier.js",114,0,0,6,6
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/services/route53.js",19,0,0,2,2
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/services/s3.js",400,2,0,21,17
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/services/sqs.js",132,3,0,11,8
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/services/sts.js",48,0,0,3,3
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/services/swf.js",11,0,0,0,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/services.js",16,1,0,1,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/signers/presign.js",107,2,2,3,1
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/signers/request_signer.js",30,0,0,2,2
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/signers/s3.js",167,6,0,11,5
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/signers/v2.js",46,0,0,3,3
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/signers/v3.js",75,3,0,10,10
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/signers/v3https.js",23,0,0,2,2
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/signers/v4.js",214,5,0,22,17
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/state_machine.js",43,1,1,3,2
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/util.js",685,16,0,73,52
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/xml/browser_parser.js",168,1,7,2,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/xml/builder.js",87,4,7,5,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/lib/xml/node_parser.js",158,5,7,6,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/scripts/lib/translator.js",154,3,10,3,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/test/browser/jasmine-2.0.0/boot.js",182,1,1,21,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/test/browser/jasmine-2.0.0/console.js",161,0,8,8,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/test/browser/jasmine-2.0.0/jasmine-html.js",360,0,12,22,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/test/browser/jasmine-2.0.0/jasmine.js",2403,9,73,241,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/test/browser/runner.js",82,7,2,8,0
"aws-sdk-js","/Users/keheliya/dev/top_npm/aws-sdk-js/test/browser/sample/appinfo.sample.js",17,0,0,0,0
"backbone","/Users/keheliya/dev/top_npm/backbone/backbone.js",1726,14,0,135,0
"backbone","/Users/keheliya/dev/top_npm/backbone/docs/js/jquery.lazyload.js",211,9,1,23,0
"backbone","/Users/keheliya/dev/top_npm/backbone/examples/backbone.localStorage.js",185,5,2,17,0
"backbone","/Users/keheliya/dev/top_npm/backbone/examples/todos/todos.js",235,2,0,21,0
"backbone","/Users/keheliya/dev/top_npm/backbone/index.js",2,0,0,0,0
"backbone","/Users/keheliya/dev/top_npm/backbone/test/collection.js",1493,157,0,217,0
"backbone","/Users/keheliya/dev/top_npm/backbone/test/environment.js",44,3,0,6,0
"backbone","/Users/keheliya/dev/top_npm/backbone/test/events.js",542,77,0,111,0
"backbone","/Users/keheliya/dev/top_npm/backbone/test/model.js",1144,156,0,203,0
"backbone","/Users/keheliya/dev/top_npm/backbone/test/noconflict.js",13,2,0,2,0
"backbone","/Users/keheliya/dev/top_npm/backbone/test/router.js",912,69,0,139,0
"backbone","/Users/keheliya/dev/top_npm/backbone/test/sync.js",222,21,0,28,0
