Babylon.js,1209,39529
Crafty,327,3908
PhysicsJS,517,9678
cocos2d-html5,309,22215
cutjs,539,9637
engine,839,9759
kiwi.js,247,5883
lycheeJS,650,6970
melonJS,489,8112
phaser,1984,83298
pixi.js,237,4557
