20.51,16.06
10.78,7.54
30.82,12.95
12.30,14.75
9.13,7.94
28.80,36.38
12.02,8.26
19.38,7.62
35.73,10.66
34.69,17.25
12.81,11.09
44.44,10.23
44.69,17.21
34.19,8.39
7.18,14.13
